name,hash,x,y,z
japanese indie folk,98679215,-8.2536,115.1702,9.4802
neofolk,e082030e,-133.6464,44.3856,5.1032
folclore jujeno,38811f4b,88.4254,99.0614,5.9645
icelandic hip hop,29238f34,141.1343,-145.3417,16.5861
hungarian metal,f05a2f0f,-144.1985,-138.0978,-0.2251
ghent indie,4d06cc31,-24.928,-22.1544,-11.2244
oulu metal,01c8366b,-227.3162,-56.9415,-3.736
dallas indie,71aeae4e,-97.4928,-30.2337,-0.0368
bouzouki,8809bb11,37.3281,129.2727,6.0356
jazzy dnb,9b4b340a,172.8975,-226.843,19.0436
chinese audiophile,47b23a4d,-43.0284,113.4861,3.6037
power blues-rock,b8e179c5,-53.7866,16.0637,1.0083
polish electronica,852531b5,18.3965,-149.074,-4.6387
canadian blues,e9dc1b26,19.495,60.1312,8.4982
british comedy,9bc631b8,236.2102,184.8147,16.6143
afro house angolano,38f3cb93,293.4301,-149.8048,55.0643
musica cabo-verdiana,70477d9c,83.3158,8.2101,9.4195
alt-idol,1f21385f,-97.5894,-206.8791,-5.9778
schweizer rap,d01b8c00,183.0505,-70.0741,14.9284
technical deathcore,711f8e8b,-219.4147,-73.8064,-16.6112
musica infantil catala,a4608057,107.3008,104.7603,12.2086
anglican liturgy,8d85eb89,-248.141,266.2706,-12.0122
lampung indie,b3223836,-45.035,-71.8224,-2.6095
afghan rap,98bd8be6,174.955,-76.9453,8.7678
polish death metal,fbde2543,-235.6113,-37.415,-11.0743
sound effects,06728a1e,-247.8076,131.1441,47.5807
piano mpb,2cea802f,25.0013,202.4147,11.669
scottish hush,469f980f,-142.529,20.9211,27.1745
black comedy,588d4a96,196.5612,192.8284,30.476
trance mexicano,03053456,185.1947,-227.2551,4.1261
polca paraguaya,c21a2076,94.858,179.8247,-22.2061
greek swing,030115b1,53.8434,63.5156,-23.8132
japanese beats,048d6ccf,117.7624,53.5481,-13.3315
tamaulipas indie,db91a31d,-102.2891,-127.9854,-5.4915
cornetas y tambores,cf80f761,-66.0826,234.1423,-7.4607
north moroccan rap,107432a8,135.5693,-9.0813,1.0178
voetbal,fda48d6a,-56.2991,-10.5434,24.8036
indonesian hardcore,24548fe9,-129.4578,-40.6461,15.9283
brisbane punk,aa61dc89,-139.7442,-37.5066,-12.1415
background jazz product,2d859bd9,-13.4235,105.4329,-19.3527
malawian pop,8be37618,143.2622,15.1681,6.6675
dub brasileiro,c959974b,212.7732,-162.5237,-9.9501
irish neo-traditional,504f9355,-80.4969,111.3049,16.7976
italian gothic,494cf67f,-149.504,-100.6261,-4.2543
italian gothic metal,f711a421,-210.9427,-98.9332,-9.7417
musica catarinense,9f447774,63.5867,-1.2194,26.3333
muzica etno,faf644e2,149.2855,-37.1735,-4.1023
spytrack,c0780280,15.6355,63.3617,7.1327
zcc,96864677,-70.0316,99.0346,-13.1126
punk cover,36623e0d,-170.2928,-230.9769,-18.0782
chinese worship,235177bf,-111.9292,90.3652,-4.3483
png pop,291d37b2,69.4131,-144.6296,28.9851
spanish indie folk,842c5157,-50.1441,66.8977,20.7003
syrian hip hop,595ba8eb,140.082,47.7831,4.4757
guitarra andina,76de1766,163.1695,182.8485,4.9101
lagu aceh,2da0a413,34.2571,-42.9834,12.5722
zambian hip hop,db2f9531,133.835,-0.3772,-1.5809
gospel reggae,8aee5d24,114.8579,-83.0286,-4.1805
lebanese indie,e7abe2d6,-14.8237,30.5065,3.6947
tamil indie,1bc2248a,23.982,-22.8057,0.7187
ukulele,45059d5b,176.0351,170.2001,10.5799
dutch moombahton,5427f744,228.5358,-156.8848,3.3177
psychedelic folk rock,fe0cdfd4,-41.1049,85.1534,-8.7797
musica yucateca,1b02972d,79.2253,155.1518,-7.3591
polynesian hip hop,7c301998,143.1836,-55.043,6.3952
cartoni animati,9b5f5c47,61.9758,-126.9975,13.0287
thall,403ec0f1,-188.2408,-151.2307,2.5493
chakra,06291b7c,-265.5726,237.3743,2.3343
charango,1bea74da,118.0889,104.677,2.2953
christian power metal,9fe8d6a6,-195.8366,-128.2655,-3.7398
british choir,60e4dcba,-239.5643,250.0053,-9.8584
brazilian ska,30bf6866,16.8347,-110.2952,-5.1118
raggatek,6ce30120,85.6124,-223.1339,13.6933
folklore venezolano,4f89da82,102.36,143.6243,-1.2659
jain bhajan,4c7b9770,31.8059,120.2074,8.4562
slavic folk metal,67e509f4,-195.1113,-92.542,-7.8154
psychedelic punk,1bb6f212,-147.0071,7.2631,6.9659
ok indie,7f0277ea,-48.6988,32.7659,-7.2805
fan chant,8e07a0db,-116.0376,211.1547,-0.0281
detroit techno,4b457a98,197.1357,-216.1976,24.8041
austin metal,237642eb,-184.3003,-45.1357,-2.3302
austrian dnb,b48b2369,111.8334,-195.9047,19.3461
grebo,43bc3dc9,-107.2082,-135.6333,-7.5898
bandoneon,77f1d261,28.2997,256.8881,-18.9107
austrian metal,1d6f0da7,-192.2459,-78.1225,-5.7965
candomble,7c08e53a,-6.3776,172.9092,9.0903
c-pop girl group,d7073638,-15.6418,-155.9143,31.7933
broken transmission,ff9b41c4,-81.0305,35.3968,-2.1496
sunnlensk tonlist,21228b1b,4.4539,-26.1358,9.2758
ramonescore,261ffa6e,-146.3161,-136.3894,-3.2452
instrumental progressive metal,3db70f98,-167.7052,-128.1824,4.6846
musica bautista,82de5d60,-51.6864,170.7151,3.4618
sorani pop,10de446c,9.7611,52.2466,12.4697
north carolina metal,9a5bf8fc,-195.2275,-12.8277,-1.5293
action rock,53243b0c,-215.4724,-63.6524,-13.8083
sci-fi metal,081f771c,-232.9564,-57.2766,-8.7554
mashcore,5c6e017f,23.8923,-153.6536,6.9035
italo house,83007955,77.4917,-140.1,10.5177
belgian indie rock,cb73beee,-115.7309,-42.4619,17.5847
alpine yodeling,c54d98ba,17.3053,-40.2049,25.4075
turkish electronic,ab75e652,62.5987,-149.2937,11.322
indie folk argentino,0183e017,42.2363,50.4127,-26.97
deep acoustic pop,75f0b48e,-50.0182,23.8259,-4.4436
trinidadian reggae,4dee0f03,145.5209,-101.3782,-12.7895
lithuanian trap,af7cb810,199.6384,-151.4475,2.4889
deep idm,fa11e8d3,43.4269,-83.8839,-4.8077
cameroonian pop,9d8e8901,127.3528,20.7785,8.7504
er ge,82b19a01,106.8506,51.6746,-9.385
varmland rock,45f54d0e,-112.9726,-74.2681,5.7836
chinese folk,c26bf88b,-84.2389,47.2161,-2.1818
afro-cuban percussion,d5caf91a,174.3638,184.9098,-1.8887
slam poetry,855ec7f7,182.2629,154.102,23.0961
samoan pop,f9ec1495,69.0882,-119.2049,17.6008
musica evangelica instrumental,2ca0e1f1,-146.6584,122.7485,-17.9171
bush ballad,be476e1e,92.9545,131.3214,-20.2663
atmospheric post-metal,f3db0ec2,-201.93,7.3037,5.6824
newfoundland indie,1e7e6cdf,-68.2007,48.6083,-17.0603
halftime dnb,17ee191e,105.1755,-168.9306,17.3485
romanian electronic,2f637d9b,263.4074,-222.5938,16.5162
marimba de guatemala,bedea1a3,196.1014,39.1807,5.915
maithili,8c360e3e,69.4164,-53.1494,-17.5078
chamber folk,cc6d1291,-78.9242,149.0704,-39.7104
one-person band,2275a45a,-30.091,3.1559,8.463
slam death metal,cc289e95,-208.982,-29.4993,0.2734
nwothm,9083aace,-193.9436,-85.9914,7.631
punk melodico chileno,04e1c933,-168.4888,-58.0955,-12.8298
kurdish rock,fb405ec8,4.6636,24.953,-2.1777
rochester ny indie,821fb285,-85.7767,2.6352,5.5346
czech folk rock,41c6e791,9.1692,36.97,-2.2353
hard house,63fb46e2,150.9557,-249.924,23.4734
tanzanian hip hop,2198a07b,178.1061,11.9262,8.8671
xitsonga pop,e03d8a1d,204.0746,-178.1344,-9.8606
zambian pop,f9c15073,80.6913,-40.8569,23.5626
armenian hip hop,bc6c4539,147.5646,-42.7125,0.7378
spiritual jazz,27414802,-4.1109,177.7254,-14.057
austin rock,a629f73c,-122.6137,-35.9571,-14.7171
york indie,eee9fe0e,-120.7194,-27.4505,10.6125
idaho indie,21daf51c,-120.1412,41.7327,-11.2256
gambian hip hop,10dad316,163.6217,-47.9272,1.0806
deep ragga,d6ba1df9,229.3753,-113.046,25.4143
muzica crestina,e0dffedd,-73.9789,63.7608,-4.3509
musica duranguense,3128d7d5,157.2253,60.2813,-19.1274
caucasian classical,4047885b,-136.7191,239.8965,8.4704
carnaval limburg,d9739db6,67.9124,-52.6114,-18.0625
visor,b200f2b0,74.3193,211.332,7.028
italian library music,d5abf29f,-24.6121,84.5993,16.1584
quebec punk,cb3c90d9,-115.6974,-88.6292,-21.4802
trap angolano,e6abffa0,140.9591,64.9295,-5.8653
post-disco soul,9bd23b7f,162.229,-144.2357,9.4253
oaxaca indie,d023a3df,60.0108,18.0304,21.1672
boston hardcore,5ef38654,-196.6182,35.3255,-0.0299
danish techno,020037a7,173.6119,-209.0586,-1.3095
greek fem rap,a2aae414,154.032,-51.468,-1.8533
vogue,694be05d,166.9207,-181.0145,-6.5783
rock en asturiano,2c92dac9,-89.8508,-66.5403,18.4148
bomba y plena,739f6447,140.3153,121.1083,20.9044
melbourne punk,76910357,-125.6744,-30.7215,9.1846
nuevo tango,55a88c63,24.0372,249.1174,-0.5894
german prog,d7781e4e,-139.1674,1.8653,4.2297
psych gaze,18ab3336,-186.2813,-40.8878,3.8807
corridos adictivos,2daa8114,113.5646,78.7795,7.863
tamazight,96fa90e1,107.9357,-20.4776,-7.9173
modern progressive rock,41cc56ad,-151.7967,7.9627,-11.1584
british grindcore,6ebef2c0,-236.4238,22.8898,13.9898
nordic contemporary classical,288c7119,-212.6913,279.3395,15.9605
vintage chanson,5417ce8c,66.8272,288.533,-14.0577
dc indie,cfa6272c,-77.2155,-30.0938,18.7237
polish prog,f3e6a552,-121.311,-22.3073,8.9011
berlin school,efbf469f,-126.2378,30.7643,-4.3033
uk82,68c42a32,-167.5979,7.352,-6.5165
zim urban groove,494db9a7,78.123,48.9966,-14.0874
moog,e01bf996,-28.2103,130.2954,19.9002
marathi remix,8cf18536,75.0031,-162.3471,14.3586
experimental electronic,08b07059,14.8319,-50.6775,3.0318
polish synthpop,bdf86319,-25.9133,-119.0489,7.7789
sinaloa indie,33cc1a4d,-74.9667,-43.4952,9.6963
death 'n' roll,6c8562f9,-218.6064,4.0164,11.4413
persian traditional,c2ae29ef,-12.641,255.1197,-21.7286
hungarian underground rap,cf56b806,181.9816,-10.6376,-3.3131
ska catala,fbc108a9,63.869,-100.9193,5.9602
blues latinoamericano,046ec475,-10.0032,29.6407,-3.0852
makossa,4aca3d05,95.8033,-48.1157,8.8996
afro-funk,cc59e779,139.8488,-24.4613,-16.8723
dansei seiyu,09407a9f,-50.6164,-153.5857,-18.3162
southampton indie,7bfcf7fe,-92.4517,8.0934,5.1594
rockabilly en espanol,d340b1b6,-13.0752,-25.5705,-8.2082
rock of gibraltar,7bc6f641,-38.2272,94.2459,5.9948
technical melodic death metal,87501ffb,-202.7145,-80.3204,1.3837
sami,6ba92875,-40.1335,61.1828,18.943
cleveland metal,92aa06bf,-181.6757,-28.0757,-7.6395
deep contemporary country,6dac0adf,-4.0894,-12.9831,-6.2289
british post-rock,3433782a,-166.4493,36.5451,6.9356
jazz vibraphone,614da204,114.9028,174.2916,-41.3588
baltic classical,59431340,-214.2714,287.3608,10.064
korean drill,d77bcd5f,136.9764,-90.6562,-2.0786
nz dnb,2602b0df,70.8379,-198.8894,-6.8773
scottish hip hop,2eb21adb,89.7265,-38.923,16.9838
canadian underground hip hop,69e4b816,111.1093,30.746,-12.3029
muzika l'yeladim,bdd03bfb,122.4739,118.1702,10.1925
italian electronica,511c9717,64.8821,-153.7093,8.8225
israelite hip hop,ae37ba32,105.9033,46.6223,-11.2524
christmas product,12a0e052,-9.2347,122.0193,-14.0181
rosario indie,7d3b531d,-62.6377,-105.0279,-2.8749
mewati pop,8977c80f,80.3358,-134.7369,11.8132
israeli jazz,e9a18265,32.4886,161.1513,13.0867
norwegian house,9b3bdbc2,173.4393,-194.3476,7.4575
gothic alternative,72d6bc0e,-141.0732,-169.9071,-13.4027
tuareg guitar,8ae06bc3,43.2827,61.0015,-36.5877
asakaa,e3497240,192.135,-65.141,4.2662
musica popular amazonense,1a843e82,95.7051,9.3692,-13.9654
afrikaans hip hop,5fa90f2b,199.3719,-97.1756,12.6437
appalachian folk,da160005,111.3792,193.7525,4.1897
hardgroove,b5e30d99,222.1271,-226.6503,-5.2475
scratch,ffdf8c66,201.4041,-108.4245,7.2744
korean electronic,0e4c8484,84.5964,-170.6106,4.8732
flick hop,eb7ee6b2,93.5063,-45.4106,1.1701
slovenian indie,c41efb94,-63.0596,-34.2338,5.1046
devon indie,0ca0a2c4,-59.4002,-0.1478,6.1433
israeli techno,0e3936d4,246.6125,-255.9398,24.4379
accordeon,781a02e9,43.2813,29.8499,-4.4345
malaysian punk,f4ee8b7b,-130.8643,-106.8068,-13.8434
cosmic post-rock,bfc2a1f7,-206.2124,19.4723,-19.4607
jazz catala,3a0d660e,91.5399,180.0379,-9.5417
australian ambient,eb6e0d1f,-157.5158,141.2331,-36.7357
belgian metal,a58c4b1b,-201.7603,-49.8468,-15.9796
music hall,0177c91b,83.2584,245.7351,-5.8918
cruise,b1890790,213.4844,-67.5037,0.5744
american primitive,ebf4b752,-63.5519,185.3584,5.5436
norrlandsk hip hop,5d19c7c3,119.9564,26.1217,2.9875
swahili gospel,b3e85669,37.3057,-19.3517,5.5212
korean superband,b201a8f9,-45.1608,44.6634,1.1506
usbm,4ca0c88b,-264.0568,39.1115,22.028
marwadi pop,03a76b85,90.6224,-100.0879,17.5467
malayalam madh,f6f3140e,45.6025,50.6294,-0.0887
khayal,55d204e0,-93.1407,220.875,13.6878
waiata mo tamariki,5fd5867f,86.0964,91.8611,4.7454
russian ccm,cee15f5a,-67.7944,-15.7822,10.6932
2-step,bd370d1b,254.0872,-186.2428,23.921
indian electronic,e9e8e9d2,126.4041,-153.2881,3.1001
uk christian rap,47d91a6f,127.5963,61.9073,2.0891
italian renaissance,271470ba,-204.6026,288.7052,1.9867
rap tico,979b601b,163.2412,-13.1526,3.1726
classic korean pop,1db6a5a7,-106.0602,96.0732,14.6294
fijian pop,dc97f08a,104.3991,-100.8933,-10.7805
martial industrial,9c7cb7cb,-145.2316,30.6852,2.0385
new york death metal,4ba80941,-229.8518,36.683,15.7107
dancehall chileno,3aa08e63,187.6065,-103.2022,8.5979
detskie pesni,24aa23cb,165.143,65.1327,-19.8439
chamber orchestra,61bda2ac,-151.2032,249.0635,13.9918
subliminal product,cc6d638d,-247.7608,171.0525,13.3458
musica portuguesa contemporanea,99de5b2b,-1.1745,95.3585,-6.1425
tearout,21d7e75c,-10.6357,-98.0871,3.1303
emotional black metal,79fbad1a,-281.8388,-2.6763,-33.0161
psicodelia chilena,10fb87a0,17.8099,98.3718,-5.0263
cosmic death metal,def49825,-221.8712,-0.5246,0.3769
fictitious orchestra,ecd89a6b,-90.9934,226.5949,-2.9968
st louis drill,bda7d7d0,148.7056,-80.2485,-10.9299
musique comorienne,e1f89637,136.4657,5.3323,7.7137
hungarian punk,c7b434a6,-61.904,-114.807,3.0858
chinese indie pop,d40332bc,-15.2316,-106.789,-7.8006
vinahouse,e9cf212f,45.0382,-65.0293,-16.1515
classical cello,e3525c33,-164.8584,280.7151,5.5693
street punk espanol,c539dba6,-135.3766,-44.0948,13.6984
swiss trap,fe51c2bb,193.5485,-118.5982,-3.6965
bemani,d846805b,-311.0917,182.9315,5.7779
rap metal espanol,66a0ef3e,-74.4006,-138.4797,4.5484
orchestral performance,441705f7,-119.1476,255.4399,3.759
brazilian modern jazz,5777fa32,49.7285,133.6623,-3.1628
paidika tragoudia,e09000bd,94.3408,72.2668,11.2021
latmiya,73c87668,-60.2283,182.0803,4.7657
batida,bedbbc26,234.2987,-161.5606,6.6388
puerto rican indie,69b68619,2.1432,-46.3018,7.0581
sambass,f2225073,153.5997,-195.9073,-3.1647
hungarian classical performance,829bc61d,-150.5586,270.133,-1.7727
folklore uruguayo,e94d2681,145.3408,163.2546,-53.2448
hindustani instrumental,b63629c6,-6.2989,218.2723,5.6284
cook islands pop,7d01bfcd,75.7061,-101.2017,28.17
psalmen,234449b1,-246.6235,223.5033,-26.2423
fake,c053ecf9,124.8898,-99.324,-4.9532
sitar,ea99fb84,-17.5175,169.9511,24.8903
greek contemporary classical,f75cf687,-64.0593,208.7591,-9.7702
karaoke,f9d20f9b,53.9013,-143.1478,-1.8879
ecuadorian alternative rock,edc398ed,-52.6776,-53.1831,-4.8549
palestinian alternative,c171fcfd,39.6215,31.3964,-3.1351
israeli classical piano,ecbb8c84,-52.3941,288.4134,-18.0979
dominican indie,41cffe0a,61.5304,-72.7187,0.5112
italian punk,d94ee5d3,-140.5686,-55.9681,9.8177
deep gothic post-punk,406796be,-113.7383,-181.7653,-3.2794
math pop,d3ca6322,-79.7159,-26.7288,-6.8826
peruvian punk,c29ac5d8,-123.9981,-8.3603,21.0953
musica michoacana,79017825,95.5488,97.9729,7.2175
neo kyma,b908ac00,-11.3031,158.1761,36.7072
rap feminino chileno,6a7fd56f,140.786,46.8691,4.2221
polyphony,e35993f1,-186.1161,213.3563,30.7079
mumbai indie,053ae99d,-49.2322,-1.4032,20.1725
classic italian folk pop,fe6ae323,92.5915,32.2991,-27.2508
viking black metal,081424e0,-259.814,-62.6944,-21.3652
wassoulou,7130b8d3,116.1948,36.3851,-19.2196
south african underground rap,74e9aad6,127.7167,-51.1408,-4.4409
ryukyu ongaku,c50d9270,17.6629,64.9917,25.2324
rap chretien,46e11c72,106.4294,-28.9854,-1.1157
yugoslav new wave,76eca72f,19.5369,-51.6032,-1.1095
jig and reel,0d7601c0,6.4137,174.3247,8.9631
chaabi marocain,4dd7190a,63.0727,6.6391,28.1196
breton folk,cf8cb5a2,-57.9469,99.8811,-10.1859
quebec death metal,2ffb16b0,-187.0558,-52.3153,-5.0394
punk catala,309c7d2e,-105.2231,-100.7776,4.5781
modern psychedelic folk,01c92dbb,-116.0255,98.2399,12.452
chinese soundtrack,77e58fad,-169.2691,129.3729,-38.7586
zim hip hop,0e0ccf83,132.822,-59.6155,-3.3624
tuna,b9149fd5,-49.9286,107.2612,-3.9429
musica nublensina,91af86e2,161.0294,189.6342,-3.2378
south asian metal,392a28b7,-170.7475,-76.4823,-5.2015
ukrainian classical piano,2445616b,-135.7534,300.1881,-21.4203
mongolian hip hop,74c39c34,187.196,-139.5913,9.304
crack rock steady,425f199b,-122.8041,-14.8398,-1.6446
danzon,a0f437b9,123.9739,153.4496,-13.9755
kumaoni pop,e2237d3f,92.6849,-5.3155,-14.9631
malayalam cover,c73a5b80,70.9325,-20.6109,1.2145
bomba,bcb29f7e,193.655,-135.3003,-9.8004
violao classico,f279c59b,139.2179,239.7118,18.3413
bangladeshi indie,d15b920b,-35.5067,-27.017,9.6646
newcastle indie,e46ca129,-120.9772,-24.2018,7.3162
violin,06384a70,-87.6663,263.7604,2.9527
tassie indie,98ea1fac,-84.2557,13.0676,-0.7134
bagpipe,899b460d,-191.8441,88.4784,51.2941
graz indie,b12273be,-12.486,-109.0204,2.6651
mpb gospel,45979234,-38.9245,89.5587,7.8371
australian indigenous hip hop,927bda8d,130.5798,-46.2933,8.4192
sega mauricien,760e26c7,134.6294,-84.2856,-1.1844
cumbia cristiana,bbf735f0,124.9488,11.7102,-8.4136
rock curitibano,b146c8ad,-48.1129,-67.0582,-9.8781
deep dubstep,4b5837dc,142.4764,-175.2618,-6.6261
garage punk,9b9776cf,-190.1225,-25.5616,-7.8513
spanish techno,fd151151,230.9532,-246.8236,-3.2504
balkan punk,91a8ab00,-93.6933,-24.2931,-13.1084
ambient synth,961ce7a9,-220.8117,178.0379,-21.3408
french garage rock,ce84f80d,-136.4823,-64.412,-0.0194
warrington indie,60ab0dc0,-92.2348,-101.8691,-7.509
khortha pop,3ecf0b63,53.1637,-121.6356,-4.6344
portland metal,67e9ecb6,-230.3573,3.0181,10.5086
gospel singers,65382b81,6.9045,182.8206,0.9262
rva indie,4411d120,-56.2665,17.0618,-4.7239
uwielbienie,aefaf760,-54.4347,82.3965,-17.3742
goralski,6568cb57,35.2042,33.3517,-1.6728
eritrean pop,5191fdc1,62.5872,-10.2813,0.5129
slavic metal,61dafbd7,-211.7027,-68.1969,-28.0498
taiwan instrumental,595197b3,-85.5632,144.8432,-3.5107
garage punk blues,3ab59b5d,-54.2864,78.5652,17.5841
vegan straight edge,150fcf7e,-144.3489,18.0475,5.9704
mandible,0f0f7520,-162.4722,30.891,4.2224
clap and tap,7e570003,-186.171,166.4273,3.2752
buffalo ny indie,6fbcf8e6,-67.7259,48.1096,-4.893
remix product,9a5a7695,28.1356,-216.9772,6.992
japanese boom bap,4e388a65,104.0085,2.3242,-23.8234
christian dance,db7d6722,30.7021,-199.7687,-5.7778
kids hip hop,f6686e10,185.3844,-142.133,10.153
salsa cristiana,8d4c37dc,125.2724,12.2886,10.9389
deep disco,d4e0b702,139.4654,-162.1576,3.2588
swedish hardcore,44a1bd89,-211.6198,-9.3016,0.9304
bahai,ea323e89,113.4602,-57.3064,0.9864
musique pour enfant quebecois,87fc1ea8,177.5749,110.9212,-1.5567
ukrainian folk pop,d613e2ac,82.9821,-155.0018,6.6239
macedonian pop,33aba981,-6.591,-72.8084,-23.2221
lafayette indie,75bfbfb5,-60.9902,14.32,-3.2277
igbo trap,f717869b,208.1063,-42.5578,0.8337
chhattisgarhi pop,eb552f6c,32.8153,18.4243,11.464
gulf hip hop,aea3eba3,99.5949,-26.8141,-1.4751
memphis americana,b3395365,-3.6635,61.5587,16.892
bahamian pop,0bc4e7a9,149.6132,-151.5035,9.4594
shoegaze brasileiro,dbbe6405,-164.5161,-2.7584,-9.8166
cavernous death metal,4ebc0f05,-258.1509,33.2504,31.3125
new wave of glam metal,27824678,-165.593,-189.6041,10.8011
finnish new wave,0920c2c3,-71.4854,-14.2859,13.0984
lldm,3372294b,-31.2962,104.0252,8.398
slushwave,7db46e26,-132.8034,9.8194,9.3322
modern swing,11ed0d4c,199.1969,186.7675,1.8011
serbian electronic,ca989057,241.9257,-257.998,24.3369
sanfona,e1408c0c,95.2654,-13.3981,-4.0407
naija old school,93981c2e,114.9608,-88.6154,-1.7999
american 21st century classical,b4299973,-159.9296,235.2847,18.881
west african jazz,e39fd7ff,74.5023,96.1532,9.2426
urban kiz,33ab4533,189.9201,-152.7941,-18.3869
japanese melodic punk,bd2f5489,-159.7978,-99.5778,-14.5002
punk rock italiano,066cb804,-115.0048,-100.9843,-4.3757
british industrial,7657f791,-45.2064,-20.3012,27.9114
deep progressive rock,1325ba3a,-150.8679,-12.0586,-2.9826
british experimental,549aec6f,-82.3167,70.7094,5.9982
military band,eb11a9e9,-40.6893,225.7455,-23.0915
wrock,2476914d,63.7092,33.3955,-9.7238
japanese hyperpop,adf37193,31.7107,-101.7792,-5.5803
rogaland indie,a4f6fc95,-96.944,45.3065,5.3228
northeast indian indie,a306334b,1.3516,-42.6358,4.9146
magyar retro dance,fa6219cc,55.0276,-171.7317,2.5438
sheilat,5e830bf0,41.3034,69.1733,-4.7932
detroit trap en espanol,300e6ddf,130.2039,-96.4486,9.196
dennery segment,e32b0d70,202.9675,-142.5086,2.3638
swedish rockabilly,75ebfbd1,-20.911,-22.2699,-14.7472
rap portuense,1666969f,127.8075,-62.1221,0.0147
kuduro,bd9a4aad,263.9331,-194.298,40.9029
detske pisnicky,738c0d64,133.9732,153.4219,-8.1714
deep big room,bba878c1,-58.1717,-177.7865,3.2909
japanese psychedelic,22a0fe97,-145.4483,93.3791,14.0918
didgeridoo,8d1554ec,27.7596,17.3306,9.5983
irish rebel song,de372a4d,-45.3508,113.9589,2.3215
ambient trance,f7fcd26b,-19.4523,-137.3156,-1.1737
uppsala indie,f293c0c8,-83.9014,-79.7493,1.0552
mississippi indie,d73cad0a,-107.4436,-7.6822,-1.919
pop catracho,f15e659f,181.1659,-108.3457,6.099
faroese pop,b17d2b2a,-46.4508,58.3651,20.9168
rwandan pop,af4ecb36,197.7368,56.3178,-10.6551
french black metal,019666db,-277.0382,5.465,-11.3703
indonesian underground hip hop,ce337aed,136.8517,-83.1894,-11.718
japanese electronic,c74feb0c,158.505,-186.4202,-7.7124
uk beatdown,6a480c14,-155.702,14.6206,-6.1774
ukulele cover,843dfca7,229.3094,144.8593,-81.2128
pornogrind,85446a4d,-202.1645,-13.1061,-4.9244
new isolationism,16768f9c,-149.0148,61.9225,1.8082
norwegian americana,3571ee1e,-73.7779,68.522,17.1997
musica hondurena,0c96cc29,154.6074,31.7318,1.4882
trio batak,ba89f96b,-67.4988,-101.5053,2.9796
jazz harp,131a58fc,-10.2704,207.9659,6.0574
panpipe,0789a724,-50.5026,58.5909,19.6735
cancoes infantis,b39fa2a0,164.7,-7.9383,0.5846
swiss folk,50181c11,22.8004,98.0169,3.2332
indonesian metal,993c662f,-163.3235,-64.9519,7.2696
jazz brass,bf277928,56.4327,207.6087,-7.8601
louange,11a820d0,16.0091,-34.7538,2.981
hmong pop,1c3b5d99,58.1605,-85.204,-12.104
comedienne,bb14147b,221.0034,232.3802,31.7982
manipuri pop,a6ce6d15,45.6453,3.3725,7.6911
sonora indie,35166803,-112.4374,-90.3311,11.9281
german black metal,f1968139,-259.7829,3.3859,-34.7578
argentine metal,08abaf63,-169.6596,-69.1867,-1.2861
south african soulful deep house,d4e39905,250.1076,-217.7236,23.0787
czsk reggae,3d08743d,116.2541,-110.8988,4.9609
polish folk metal,e8ce9c7e,-193.0981,-22.9539,4.9644
solomon islands pop,6d548ebe,118.6371,-142.5865,3.2297
concert band,886690c6,-117.251,246.5477,7.6123
drill beats,9296d9c1,237.217,-168.5193,6.0375
kansai indie,1a7153ab,-85.5796,-105.332,2.1968
san antonio rap,f6ccbffb,141.6449,-68.5853,-5.8485
svensk lovsang,24837538,-73.9035,63.8637,-17.3312
hamburger schule,445a797a,-23.7481,-58.4996,-2.5477
modern darkwave,804c652d,-103.5412,-217.6363,-4.0266
brazilian post-hardcore,fc5cfefb,-143.4455,-117.6555,7.3588
musica jibara,a6282f8a,132.0478,121.0856,24.141
guyanese pop,ac606a28,175.6061,-87.5881,4.7427
derby indie,73ba43a4,-105.6879,-31.9497,6.5305
norwegian punk rock,145b8e92,-165.093,-78.2417,16.7842
spanish electronic,4e9d9288,58.3776,-172.4832,-9.995
danish singer-songwriter,76eaaf94,-54.5566,83.319,13.3359
spanish prog,920f7fd5,-89.7852,82.2638,-6.3501
traditional british folk,0de9e7ed,32.1059,179.9689,10.1464
italian new wave,69d9f6d5,-14.9435,-97.2763,24.1304
hindi worship,a54b8c29,-55.198,24.7202,7.9767
american melodeath,103f5ce2,-224.4953,-91.244,4.4409
persian drill,103d0d9d,128.1179,12.5457,8.5329
deep progressive trance,8d487bc0,49.9674,-245.1615,-9.9559
worcester ma indie,543ce4f2,-92.5126,-27.8731,-4.0352
telugu remix,3f390766,107.1837,-60.0122,5.4316
chain punk,ae2f8f5d,-229.7584,-4.282,-1.7871
musica lombarda,f2e0d628,64.8334,95.7786,-7.7103
jewish hip hop,8c0a78d3,125.2877,-104.748,6.3628
cypriot hip hop,a8a40ede,109.6477,4.9399,-11.5196
bulgarian rock,440b5858,-6.5629,-41.0007,-5.5747
swiss techno,e23ff89f,246.1391,-237.6414,11.3027
ambient country,25b64f89,-167.1668,169.3598,18.7651
swedish folk pop,72271d5c,-33.3391,51.6352,8.358
greek guitar,ad1e3949,-22.1352,138.3297,25.9521
psybass,7ac4459e,112.3391,-161.6676,8.1899
vintage broadway,8a80581c,-23.0532,234.2249,-13.7505
portuguese folk,60d30a7b,-46.0412,127.0753,-3.5501
flemish folk,15ea7b8e,25.9444,58.9364,15.0233
swedish prog,213c6173,-49.9224,102.3679,-2.0487
